1000 184.9603 
1500 233.2736 
2000 255.0851 
2500 268.4970 
3000 280.4906 
3500 290.2964 
4000 291.2947 
4500 293.9212 
5000 294.9268 
5500 298.7284 
6000 297.0057 
6500 296.6753 
7000 297.8742 
7500 300.7160 
8000 300.5806 
8500 297.2357 
9000 299.9228 
9500 301.2918 
10000 302.9494 
10500 302.3834 
11000 301.2305 
11500 302.0494 
12000 300.6138 
12500 300.2809 
13000 297.5089 
13500 298.4058 
14000 304.4463 
14500 299.1338 
15000 297.2185 
15500 298.3294 
16000 305.9008 
16500 299.7166 
17000 300.9496 
17500 299.8817 
18000 298.9175 
18500 301.8317 
19000 299.6338 
19500 298.6207 
20000 298.8668 
20500 301.9611 
21000 298.7213 
21500 303.4098 
22000 302.8690 
22500 300.5262 
23000 303.2002 
23500 301.2670 
24000 299.8284 
24500 301.0858 
25000 301.3988 
25500 301.2683 
26000 299.6036 
26500 298.4431 
27000 298.4551 
27500 299.8692 
28000 298.0128 
28500 298.6578 
29000 298.8274 
29500 300.6467 
30000 304.5406 
30500 296.6324 
31000 298.0292 
31500 300.0794 
32000 298.5120 
32500 298.8433 
33000 300.5671 
33500 300.1239 
34000 300.6614 
34500 299.2249 
35000 301.3625 
35500 301.1268 
36000 298.8646 
36500 298.2042 
37000 299.1049 
37500 299.5791 
38000 302.1841 
38500 300.4115 
39000 296.6142 
39500 297.5291 
40000 298.3016 
40500 299.3727 
41000 297.8881 
41500 300.2097 
42000 298.3266 
42500 294.3240 
43000 302.4082 
43500 297.7024 
44000 296.4503 
44500 301.6793 
45000 299.4930 
45500 298.2458 
46000 294.9350 
46500 299.6515 
47000 299.4977 
47500 302.6828 
48000 299.9831 
48500 297.5116 
49000 298.9913 
49500 298.0557 
50000 296.3654 
50500 297.6461 
51000 297.9003 
51500 301.0329 
52000 297.0911 
52500 299.6949 
53000 300.3888 
53500 300.0339 
54000 295.8947 
54500 297.7035 
55000 295.1385 
55500 298.2952 
56000 299.0498 
56500 300.0352 
57000 298.6645 
57500 298.1654 
58000 296.5651 
58500 299.2120 
59000 298.4609 
59500 298.6687 
60000 302.1450 
60500 301.7064 
61000 297.8250 
61500 299.2847 
62000 299.6975 
62500 299.8198 
63000 299.1842 
63500 303.1862 
64000 302.6978 
64500 300.1518 
65000 299.6174 
65500 304.2071 
66000 300.9307 
66500 297.4435 
67000 302.1018 
67500 299.0414 
68000 302.1918 
68500 298.8869 
69000 298.5860 
69500 305.3383 
70000 305.0458 
70500 304.4598 
71000 301.6493 
71500 300.0146 
72000 301.0135 
72500 296.5295 
73000 297.6089 
73500 298.5711 
74000 299.2561 
74500 294.5818 
75000 299.1146 
75500 295.1458 
76000 302.4929 
76500 299.5847 
77000 299.3913 
77500 301.5361 
78000 297.9041 
78500 298.4783 
79000 303.7437 
79500 301.7776 
80000 295.8361 
80500 300.3726 
81000 302.7676 
81500 299.7777 
82000 295.8744 
82500 300.3354 
83000 297.5708 
83500 299.0610 
84000 298.6980 
84500 297.6002 
85000 301.6668 
85500 300.6684 
86000 297.2877 
86500 299.1133 
87000 297.4764 
87500 299.2977 
88000 301.7310 
88500 296.7281 
89000 301.7526 
89500 300.3527 
90000 299.9980 
90500 301.2251 
91000 299.0903 
91500 296.6523 
92000 300.4480 
92500 301.0918 
93000 301.2610 
93500 299.5425 
94000 298.8721 
94500 298.8858 
95000 298.8294 
95500 294.4179 
96000 297.0319 
96500 299.2581 
97000 298.2389 
97500 298.5740 
98000 299.0448 
98500 296.3457 
99000 300.5338 
99500 299.4417 
100000 300.2862 
100500 302.3399 
101000 301.1780 
101500 299.8020 
102000 299.0208 
102500 299.5290 
103000 301.2163 
103500 299.1228 
104000 301.6348 
104500 300.4552 
105000 298.8944 
105500 301.6791 
106000 301.2349 
106500 298.9610 
107000 296.2539 
107500 294.4472 
108000 299.2218 
108500 301.0835 
109000 297.7027 
109500 301.0514 
110000 298.5906 
110500 299.0140 
111000 297.0001 
111500 296.5575 
112000 298.0662 
112500 297.1486 
113000 300.6588 
113500 298.0084 
114000 298.1866 
114500 298.6228 
115000 296.6364 
115500 301.7157 
116000 302.3965 
116500 301.6746 
117000 301.4267 
117500 299.2139 
118000 299.9571 
118500 297.8671 
119000 296.6169 
119500 297.5483 
120000 298.7904 
120500 302.2100 
121000 301.4049 
121500 302.3095 
122000 304.0127 
122500 306.5257 
123000 300.5202 
123500 298.8843 
124000 293.4986 
124500 295.8258 
125000 295.2906 
125500 296.5572 
126000 298.4401 
126500 298.8232 
127000 299.9282 
127500 297.9597 
128000 296.9964 
128500 302.1185 
129000 297.1201 
129500 299.5101 
130000 302.5560 
130500 301.8779 
131000 297.6758 
131500 298.2151 
132000 294.4912 
132500 296.1722 
133000 300.2725 
133500 300.4606 
134000 300.9753 
134500 299.5142 
135000 302.4687 
135500 299.3739 
136000 298.4176 
136500 298.5304 
137000 298.2078 
137500 295.7865 
138000 298.5482 
138500 301.8213 
139000 297.7193 
139500 300.2051 
140000 298.8615 
140500 297.4047 
141000 300.5812 
141500 300.5741 
142000 301.1847 
142500 298.3986 
143000 300.2523 
143500 298.5129 
144000 302.6672 
144500 301.9061 
145000 302.9058 
145500 301.7714 
146000 303.3182 
146500 305.3958 
147000 298.6865 
147500 303.7504 
148000 300.9018 
148500 299.5590 
149000 300.0105 
149500 293.6063 
150000 300.0000 
150500 298.8807 
151000 299.7882 
151500 297.5579 
152000 297.5958 
152500 298.2676 
153000 300.5208 
153500 298.5760 
154000 302.4528 
